drain TotalCurrent(IdVgdg_n77_des) X,drain TotalCurrent(IdVgdg_n77_des) Y,drain TotalCurrent(IdVgdg_n78_des) X,drain TotalCurrent(IdVgdg_n78_des) Y,drain TotalCurrent(IdVgdg_n79_des) X,drain TotalCurrent(IdVgdg_n79_des) Y,drain TotalCurrent(IdVgdg_n80_des) X,drain TotalCurrent(IdVgdg_n80_des) Y,drain TotalCurrent(IdVgdg_n81_des) X,drain TotalCurrent(IdVgdg_n81_des) Y,drain TotalCurrent(IdVgdg_n82_des) X,drain TotalCurrent(IdVgdg_n82_des) Y,drain TotalCurrent(IdVgdg_n83_des) X,drain TotalCurrent(IdVgdg_n83_des) Y,drain TotalCurrent(IdVgdg_n84_des) X,drain TotalCurrent(IdVgdg_n84_des) Y,drain TotalCurrent(IdVgdg_n85_des) X,drain TotalCurrent(IdVgdg_n85_des) Y,drain TotalCurrent(IdVgdg_n86_des) X,drain TotalCurrent(IdVgdg_n86_des) Y,drain TotalCurrent(IdVgdg_n87_des) X,drain TotalCurrent(IdVgdg_n87_des) Y,drain TotalCurrent(IdVgdg_n88_des) X,drain TotalCurrent(IdVgdg_n88_des) Y,drain TotalCurrent(IdVgdg_n89_des) X,drain TotalCurrent(IdVgdg_n89_des) Y,drain TotalCurrent(IdVgdg_n90_des) X,drain TotalCurrent(IdVgdg_n90_des) Y,drain TotalCurrent(IdVgdg_n91_des) X,drain TotalCurrent(IdVgdg_n91_des) Y,drain TotalCurrent(IdVgdg_n92_des) X,drain TotalCurrent(IdVgdg_n92_des) Y,drain TotalCurrent(IdVgdg_n93_des) X,drain TotalCurrent(IdVgdg_n93_des) Y,drain TotalCurrent(IdVgdg_n94_des) X,drain TotalCurrent(IdVgdg_n94_des) Y,drain TotalCurrent(IdVgdg_n95_des) X,drain TotalCurrent(IdVgdg_n95_des) Y,drain TotalCurrent(IdVgdg_n96_des) X,drain TotalCurrent(IdVgdg_n96_des) Y,drain TotalCurrent(IdVgdg_n97_des) X,drain TotalCurrent(IdVgdg_n97_des) Y,drain TotalCurrent(IdVgdg_n98_des) X,drain TotalCurrent(IdVgdg_n98_des) Y,drain TotalCurrent(IdVgdg_n99_des) X,drain TotalCurrent(IdVgdg_n99_des) Y,drain TotalCurrent(IdVgdg_n100_des) X,drain TotalCurrent(IdVgdg_n100_des) Y,drain TotalCurrent(IdVgdg_n101_des) X,drain TotalCurrent(IdVgdg_n101_des) Y,drain TotalCurrent(IdVgdg_n102_des) X,drain TotalCurrent(IdVgdg_n102_des) Y,drain TotalCurrent(IdVgdg_n103_des) X,drain TotalCurrent(IdVgdg_n103_des) Y,drain TotalCurrent(IdVgdg_n104_des) X,drain TotalCurrent(IdVgdg_n104_des) Y,drain TotalCurrent(IdVgdg_n105_des) X,drain TotalCurrent(IdVgdg_n105_des) Y,drain TotalCurrent(IdVgdg_n106_des) X,drain TotalCurrent(IdVgdg_n106_des) Y,drain TotalCurrent(IdVgdg_n178_des) X,drain TotalCurrent(IdVgdg_n178_des) Y,drain TotalCurrent(IdVgdg_n183_des) X,drain TotalCurrent(IdVgdg_n183_des) Y,drain TotalCurrent(IdVgdg_n188_des) X,drain TotalCurrent(IdVgdg_n188_des) Y,drain TotalCurrent(IdVgdg_n193_des) X,drain TotalCurrent(IdVgdg_n193_des) Y,drain TotalCurrent(IdVgdg_n198_des) X,drain TotalCurrent(IdVgdg_n198_des) Y,drain TotalCurrent(IdVgdg_n203_des) X,drain TotalCurrent(IdVgdg_n203_des) Y,drain TotalCurrent(IdVgdg_n208_des) X,drain TotalCurrent(IdVgdg_n208_des) Y,drain TotalCurrent(IdVgdg_n213_des) X,drain TotalCurrent(IdVgdg_n213_des) Y,drain TotalCurrent(IdVgdg_n218_des) X,drain TotalCurrent(IdVgdg_n218_des) Y,drain TotalCurrent(IdVgdg_n223_des) X,drain TotalCurrent(IdVgdg_n223_des) Y,drain TotalCurrent(IdVgdg_n228_des) X,drain TotalCurrent(IdVgdg_n228_des) Y,drain TotalCurrent(IdVgdg_n233_des) X,drain TotalCurrent(IdVgdg_n233_des) Y,drain TotalCurrent(IdVgdg_n238_des) X,drain TotalCurrent(IdVgdg_n238_des) Y,drain TotalCurrent(IdVgdg_n243_des) X,drain TotalCurrent(IdVgdg_n243_des) Y,drain TotalCurrent(IdVgdg_n248_des) X,drain TotalCurrent(IdVgdg_n248_des) Y,drain TotalCurrent(IdVgdg_n253_des) X,drain TotalCurrent(IdVgdg_n253_des) Y,drain TotalCurrent(IdVgdg_n258_des) X,drain TotalCurrent(IdVgdg_n258_des) Y,drain TotalCurrent(IdVgdg_n263_des) X,drain TotalCurrent(IdVgdg_n263_des) Y,drain TotalCurrent(IdVgdg_n268_des) X,drain TotalCurrent(IdVgdg_n268_des) Y
-0.400000006,2.74E-09,-0.400000006,1.39E-06,-0.400000006,3.37E-06,-0.400000006,5.50E-06,-0.400000006,7.65E-06,-0.400000006,9.79E-06,-0.400000006,1.19E-05,-0.400000006,1.41E-05,-0.400000006,1.61E-05,-0.400000006,1.82E-05,-0.400000006,2.02E-05,-0.400000006,2.21E-05,-0.400000006,2.41E-05,-0.400000006,2.60E-05,-0.400000006,2.79E-05,-0.400000006,2.98E-05,-0.400000006,3.17E-05,-0.400000006,3.34E-05,-0.400000006,3.52E-05,-0.400000006,3.69E-05,-0.400000006,3.86E-05,-0.400000006,4.02E-05,-0.400000006,4.19E-05,-0.400000006,4.34E-05,-0.400000006,4.51E-05,-0.400000006,4.32E-05,-0.400000006,4.53E-05,-0.400000006,4.70E-05,-0.400000006,4.86E-05,-0.400000006,5.02E-05,-0.400000006,5.16E-05,-0.400000006,5.29E-05,-0.400000006,5.43E-05,-0.400000006,5.57E-05,-0.400000006,5.72E-05,-0.400000006,5.84E-05,-0.400000006,5.95E-05,-0.400000006,6.09E-05,-0.400000006,6.20E-05,-0.400000006,6.30E-05,-0.400000006,6.43E-05,-0.400000006,6.53E-05,-0.400000006,6.65E-05,-0.400000006,6.73E-05,-0.400000006,6.79E-05,-0.400000006,6.91E-05,-0.400000006,7.03E-05,-0.400000006,7.10E-05,-0.400000006,7.22E-05
-0.200000003,4.14E-09,-0.200000003,1.42E-06,-0.200000003,3.43E-06,-0.200000003,5.62E-06,-0.200000003,7.83E-06,-0.200000003,1.00E-05,-0.200000003,1.22E-05,-0.200000003,1.44E-05,-0.200000003,1.65E-05,-0.200000003,1.87E-05,-0.200000003,2.08E-05,-0.200000003,2.28E-05,-0.200000003,2.48E-05,-0.200000003,2.69E-05,-0.200000003,2.88E-05,-0.200000003,3.08E-05,-0.200000003,3.28E-05,-0.200000003,3.46E-05,-0.200000003,3.65E-05,-0.200000003,3.83E-05,-0.200000003,4.01E-05,-0.200000003,4.18E-05,-0.200000003,4.36E-05,-0.200000003,4.53E-05,-0.200000003,4.71E-05,-0.200000003,4.56E-05,-0.200000003,4.77E-05,-0.200000003,4.95E-05,-0.200000003,5.14E-05,-0.200000003,5.30E-05,-0.200000003,5.47E-05,-0.200000003,5.61E-05,-0.200000003,5.76E-05,-0.200000003,5.91E-05,-0.200000003,6.08E-05,-0.200000003,6.20E-05,-0.200000003,6.34E-05,-0.200000003,6.49E-05,-0.200000003,6.61E-05,-0.200000003,6.73E-05,-0.200000003,6.87E-05,-0.200000003,7.00E-05,-0.200000003,7.13E-05,-0.200000003,7.22E-05,-0.200000003,7.31E-05,-0.200000003,7.44E-05,-0.200000003,7.58E-05,-0.200000003,7.67E-05,-0.200000003,7.78E-05
0,1.61E-09,0,1.43E-06,0,3.50E-06,0,5.72E-06,0,7.97E-06,0,1.02E-05,0,1.25E-05,0,1.47E-05,0,1.69E-05,0,1.91E-05,0,2.13E-05,0,2.34E-05,0,2.55E-05,0,2.76E-05,0,2.97E-05,0,3.17E-05,0,3.38E-05,0,3.57E-05,0,3.77E-05,0,3.96E-05,0,4.15E-05,0,4.33E-05,0,4.52E-05,0,4.70E-05,0,4.89E-05,0,4.77E-05,0,4.99E-05,0,5.21E-05,0,5.38E-05,0,5.56E-05,0,5.74E-05,0,5.90E-05,0,6.05E-05,0,6.22E-05,0,6.39E-05,0,6.55E-05,0,6.69E-05,0,6.86E-05,0,6.99E-05,0,7.11E-05,0,7.27E-05,0,7.43E-05,0,7.57E-05,0,7.67E-05,0,7.77E-05,0,7.91E-05,0,8.08E-05,0,8.18E-05,0,8.31E-05
0.200000003,3.60E-09,0.200000003,1.45E-06,0.200000003,3.55E-06,0.200000003,5.82E-06,0.200000003,8.11E-06,0.200000003,1.04E-05,0.200000003,1.27E-05,0.200000003,1.50E-05,0.200000003,1.73E-05,0.200000003,1.95E-05,0.200000003,2.18E-05,0.200000003,2.40E-05,0.200000003,2.61E-05,0.200000003,2.83E-05,0.200000003,3.04E-05,0.200000003,3.25E-05,0.200000003,3.47E-05,0.200000003,3.67E-05,0.200000003,3.87E-05,0.200000003,4.08E-05,0.200000003,4.27E-05,0.200000003,4.47E-05,0.200000003,4.67E-05,0.200000003,4.86E-05,0.200000003,5.09E-05,0.200000003,4.97E-05,0.200000003,5.23E-05,0.200000003,5.42E-05,0.200000003,5.61E-05,0.200000003,5.80E-05,0.200000003,5.98E-05,0.200000003,6.15E-05,0.200000003,6.32E-05,0.200000003,6.50E-05,0.200000003,6.69E-05,0.200000003,6.85E-05,0.200000003,7.01E-05,0.200000003,7.19E-05,0.200000003,7.33E-05,0.200000003,7.48E-05,0.200000003,7.65E-05,0.200000003,7.81E-05,0.200000003,7.97E-05,0.200000003,8.09E-05,0.200000003,8.21E-05,0.200000003,8.36E-05,0.200000003,8.53E-05,0.200000003,8.66E-05,0.200000003,8.80E-05
0.400000006,8.90E-10,0.400000006,1.47E-06,0.400000006,3.60E-06,0.400000006,5.91E-06,0.400000006,8.25E-06,0.400000006,1.06E-05,0.400000006,1.30E-05,0.400000006,1.53E-05,0.400000006,1.76E-05,0.400000006,1.99E-05,0.400000006,2.22E-05,0.400000006,2.45E-05,0.400000006,2.67E-05,0.400000006,2.89E-05,0.400000006,3.11E-05,0.400000006,3.33E-05,0.400000006,3.55E-05,0.400000006,3.76E-05,0.400000006,3.97E-05,0.400000006,4.18E-05,0.400000006,4.39E-05,0.400000006,4.59E-05,0.400000006,4.80E-05,0.400000006,5.04E-05,0.400000006,5.24E-05,0.400000006,5.17E-05,0.400000006,5.41E-05,0.400000006,5.62E-05,0.400000006,5.81E-05,0.400000006,6.01E-05,0.400000006,6.21E-05,0.400000006,6.38E-05,0.400000006,6.57E-05,0.400000006,6.76E-05,0.400000006,6.96E-05,0.400000006,7.14E-05,0.400000006,7.30E-05,0.400000006,7.50E-05,0.400000006,7.65E-05,0.400000006,7.82E-05,0.400000006,8.00E-05,0.400000006,8.18E-05,0.400000006,8.35E-05,0.400000006,8.47E-05,0.400000006,8.60E-05,0.400000006,8.77E-05,0.400000006,8.96E-05,0.400000006,9.09E-05,0.400000006,9.26E-05
0.600000024,8.73E-10,0.600000024,1.49E-06,0.600000024,3.65E-06,0.600000024,5.99E-06,0.600000024,8.38E-06,0.600000024,1.08E-05,0.600000024,1.32E-05,0.600000024,1.55E-05,0.600000024,1.79E-05,0.600000024,2.03E-05,0.600000024,2.26E-05,0.600000024,2.49E-05,0.600000024,2.72E-05,0.600000024,2.95E-05,0.600000024,3.18E-05,0.600000024,3.39E-05,0.600000024,3.63E-05,0.600000024,3.84E-05,0.600000024,4.06E-05,0.600000024,4.28E-05,0.600000024,4.49E-05,0.600000024,4.70E-05,0.600000024,4.92E-05,0.600000024,5.16E-05,0.600000024,5.37E-05,0.600000024,5.34E-05,0.600000024,5.58E-05,0.600000024,5.80E-05,0.600000024,6.00E-05,0.600000024,6.20E-05,0.600000024,6.41E-05,0.600000024,6.60E-05,0.600000024,6.80E-05,0.600000024,6.99E-05,0.600000024,7.20E-05,0.600000024,7.39E-05,0.600000024,7.58E-05,0.600000024,7.78E-05,0.600000024,7.94E-05,0.600000024,8.13E-05,0.600000024,8.31E-05,0.600000024,8.51E-05,0.600000024,8.69E-05,0.600000024,8.83E-05,0.600000024,8.98E-05,0.600000024,9.15E-05,0.600000024,9.36E-05,0.600000024,9.53E-05,0.600000024,9.69E-05
0.800000012,7.02E-10,0.800000012,1.50E-06,0.800000012,3.69E-06,0.800000012,6.07E-06,0.800000012,8.49E-06,0.800000012,1.09E-05,0.800000012,1.34E-05,0.800000012,1.58E-05,0.800000012,1.82E-05,0.800000012,2.06E-05,0.800000012,2.30E-05,0.800000012,2.53E-05,0.800000012,2.76E-05,0.800000012,3.00E-05,0.800000012,3.23E-05,0.800000012,3.46E-05,0.800000012,3.70E-05,0.800000012,3.91E-05,0.800000012,4.14E-05,0.800000012,4.37E-05,0.800000012,4.59E-05,0.800000012,4.81E-05,0.800000012,5.06E-05,0.800000012,5.28E-05,0.800000012,5.49E-05,0.800000012,5.48E-05,0.800000012,5.73E-05,0.800000012,5.94E-05,0.800000012,6.16E-05,0.800000012,6.38E-05,0.800000012,6.60E-05,0.800000012,6.79E-05,0.800000012,7.01E-05,0.800000012,7.21E-05,0.800000012,7.43E-05,0.800000012,7.63E-05,0.800000012,7.82E-05,0.800000012,8.03E-05,0.800000012,8.22E-05,0.800000012,8.41E-05,0.800000012,8.60E-05,0.800000012,8.82E-05,0.800000012,9.01E-05,0.800000012,9.16E-05,0.800000012,9.31E-05,0.800000012,9.50E-05,0.800000012,9.73E-05,0.800000012,9.89E-05,0.800000012,1.01E-04
1,4.62E-09,1,1.51E-06,1,3.73E-06,1,6.14E-06,1,8.60E-06,1,1.11E-05,1,1.35E-05,1,1.60E-05,1,1.84E-05,1,2.09E-05,1,2.33E-05,1,2.57E-05,1,2.81E-05,1,3.05E-05,1,3.29E-05,1,3.52E-05,1,3.77E-05,1,3.99E-05,1,4.22E-05,1,4.45E-05,1,4.67E-05,1,4.91E-05,1,5.16E-05,1,5.38E-05,1,5.61E-05,1,5.61E-05,1,5.87E-05,1,6.10E-05,1,6.33E-05,1,6.55E-05,1,6.77E-05,1,6.97E-05,1,7.19E-05,1,7.42E-05,1,7.64E-05,1,7.85E-05,1,8.06E-05,1,8.28E-05,1,8.46E-05,1,8.66E-05,1,8.88E-05,1,9.10E-05,1,9.31E-05,1,9.47E-05,1,9.64E-05,1,9.83E-05,1,1.01E-04,1,1.03E-04,1,1.05E-04
1.200000048,4.65E-09,1.200000048,1.53E-06,1.200000048,3.76E-06,1.200000048,6.20E-06,1.200000048,8.69E-06,1.200000048,1.12E-05,1.200000048,1.37E-05,1.200000048,1.62E-05,1.200000048,1.87E-05,1.200000048,2.12E-05,1.200000048,2.36E-05,1.200000048,2.61E-05,1.200000048,2.85E-05,1.200000048,3.10E-05,1.200000048,3.34E-05,1.200000048,3.57E-05,1.200000048,3.82E-05,1.200000048,4.05E-05,1.200000048,4.30E-05,1.200000048,4.52E-05,1.200000048,4.77E-05,1.200000048,5.00E-05,1.200000048,5.25E-05,1.200000048,5.48E-05,1.200000048,5.71E-05,1.200000048,5.74E-05,1.200000048,5.99E-05,1.200000048,6.23E-05,1.200000048,6.46E-05,1.200000048,6.69E-05,1.200000048,6.93E-05,1.200000048,7.14E-05,1.200000048,7.38E-05,1.200000048,7.60E-05,1.200000048,7.83E-05,1.200000048,8.06E-05,1.200000048,8.27E-05,1.200000048,8.50E-05,1.200000048,8.69E-05,1.200000048,8.91E-05,1.200000048,9.13E-05,1.200000048,9.37E-05,1.200000048,9.59E-05,1.200000048,9.75E-05,1.200000048,9.92E-05,1.200000048,1.01E-04,1.200000048,1.04E-04,1.200000048,1.06E-04,1.200000048,1.08E-04
1.399999976,4.26E-09,1.399999976,1.54E-06,1.399999976,3.80E-06,1.399999976,6.26E-06,1.399999976,8.78E-06,1.399999976,1.13E-05,1.399999976,1.39E-05,1.399999976,1.64E-05,1.399999976,1.89E-05,1.399999976,2.14E-05,1.399999976,2.40E-05,1.399999976,2.64E-05,1.399999976,2.89E-05,1.399999976,3.14E-05,1.399999976,3.38E-05,1.399999976,3.62E-05,1.399999976,3.88E-05,1.399999976,4.12E-05,1.399999976,4.36E-05,1.399999976,4.60E-05,1.399999976,4.84E-05,1.399999976,5.12E-05,1.399999976,5.34E-05,1.399999976,5.57E-05,1.399999976,5.81E-05,1.399999976,5.85E-05,1.399999976,6.11E-05,1.399999976,6.35E-05,1.399999976,6.60E-05,1.399999976,6.83E-05,1.399999976,7.06E-05,1.399999976,7.29E-05,1.399999976,7.54E-05,1.399999976,7.77E-05,1.399999976,8.01E-05,1.399999976,8.24E-05,1.399999976,8.47E-05,1.399999976,8.72E-05,1.399999976,8.90E-05,1.399999976,9.12E-05,1.399999976,9.34E-05,1.399999976,9.61E-05,1.399999976,9.85E-05,1.399999976,1.00E-04,1.399999976,1.02E-04,1.399999976,1.04E-04,1.399999976,1.07E-04,1.399999976,1.09E-04,1.399999976,1.11E-04
1.600000024,1.17E-09,1.600000024,1.55E-06,1.600000024,3.83E-06,1.600000024,6.32E-06,1.600000024,8.86E-06,1.600000024,1.14E-05,1.600000024,1.40E-05,1.600000024,1.66E-05,1.600000024,1.91E-05,1.600000024,2.16E-05,1.600000024,2.42E-05,1.600000024,2.67E-05,1.600000024,2.92E-05,1.600000024,3.18E-05,1.600000024,3.43E-05,1.600000024,3.67E-05,1.600000024,3.93E-05,1.600000024,4.17E-05,1.600000024,4.42E-05,1.600000024,4.67E-05,1.600000024,4.92E-05,1.600000024,5.19E-05,1.600000024,5.42E-05,1.600000024,5.66E-05,1.600000024,5.90E-05,1.600000024,5.96E-05,1.600000024,6.23E-05,1.600000024,6.47E-05,1.600000024,6.73E-05,1.600000024,6.97E-05,1.600000024,7.21E-05,1.600000024,7.44E-05,1.600000024,7.69E-05,1.600000024,7.93E-05,1.600000024,8.18E-05,1.600000024,8.42E-05,1.600000024,8.66E-05,1.600000024,8.91E-05,1.600000024,9.11E-05,1.600000024,9.34E-05,1.600000024,9.56E-05,1.600000024,9.84E-05,1.600000024,1.01E-04,1.600000024,1.03E-04,1.600000024,1.05E-04,1.600000024,1.07E-04,1.600000024,1.09E-04,1.600000024,1.12E-04,1.600000024,1.14E-04
1.799999952,2.80E-09,1.799999952,1.56E-06,1.799999952,3.86E-06,1.799999952,6.37E-06,1.799999952,8.96E-06,1.799999952,1.15E-05,1.799999952,1.41E-05,1.799999952,1.67E-05,1.799999952,1.93E-05,1.799999952,2.19E-05,1.799999952,2.45E-05,1.799999952,2.70E-05,1.799999952,2.96E-05,1.799999952,3.22E-05,1.799999952,3.47E-05,1.799999952,3.72E-05,1.799999952,3.98E-05,1.799999952,4.23E-05,1.799999952,4.48E-05,1.799999952,4.73E-05,1.799999952,4.99E-05,1.799999952,5.26E-05,1.799999952,5.50E-05,1.799999952,5.73E-05,1.799999952,5.99E-05,1.799999952,6.06E-05,1.799999952,6.32E-05,1.799999952,6.58E-05,1.799999952,6.84E-05,1.799999952,7.08E-05,1.799999952,7.33E-05,1.799999952,7.57E-05,1.799999952,7.83E-05,1.799999952,8.08E-05,1.799999952,8.32E-05,1.799999952,8.58E-05,1.799999952,8.83E-05,1.799999952,9.08E-05,1.799999952,9.29E-05,1.799999952,9.54E-05,1.799999952,9.76E-05,1.799999952,1.00E-04,1.799999952,1.03E-04,1.799999952,1.05E-04,1.799999952,1.07E-04,1.799999952,1.09E-04,1.799999952,1.12E-04,1.799999952,1.14E-04,1.799999952,1.17E-04
2,1.96E-09,2,1.57E-06,2,3.89E-06,2,6.42E-06,2,9.02E-06,2,1.16E-05,2,1.42E-05,2,1.69E-05,2,1.95E-05,2,2.21E-05,2,2.47E-05,2,2.73E-05,2,2.99E-05,2,3.25E-05,2,3.51E-05,2,3.76E-05,2,4.02E-05,2,4.28E-05,2,4.53E-05,2,4.79E-05,2,5.08E-05,2,5.32E-05,2,5.56E-05,2,5.82E-05,2,6.06E-05,2,6.15E-05,2,6.42E-05,2,6.68E-05,2,6.95E-05,2,7.20E-05,2,7.45E-05,2,7.70E-05,2,7.96E-05,2,8.23E-05,2,8.48E-05,2,8.74E-05,2,8.98E-05,2,9.24E-05,2,9.48E-05,2,9.72E-05,2,9.96E-05,2,1.02E-04,2,1.05E-04,2,1.07E-04,2,1.09E-04,2,1.12E-04,2,1.14E-04,2,1.17E-04,2,1.20E-04
2.200000048,8.56E-10,2.200000048,1.58E-06,2.200000048,3.92E-06,2.200000048,6.47E-06,2.200000048,9.09E-06,2.200000048,1.17E-05,2.200000048,1.44E-05,2.200000048,1.70E-05,2.200000048,1.96E-05,2.200000048,2.23E-05,2.200000048,2.49E-05,2.200000048,2.75E-05,2.200000048,3.02E-05,2.200000048,3.29E-05,2.200000048,3.54E-05,2.200000048,3.80E-05,2.200000048,4.07E-05,2.200000048,4.33E-05,2.200000048,4.58E-05,2.200000048,4.85E-05,2.200000048,5.13E-05,2.200000048,5.38E-05,2.200000048,5.63E-05,2.200000048,5.89E-05,2.200000048,6.14E-05,2.200000048,6.24E-05,2.200000048,6.51E-05,2.200000048,6.77E-05,2.200000048,7.04E-05,2.200000048,7.31E-05,2.200000048,7.56E-05,2.200000048,7.82E-05,2.200000048,8.09E-05,2.200000048,8.34E-05,2.200000048,8.61E-05,2.200000048,8.88E-05,2.200000048,9.14E-05,2.200000048,9.41E-05,2.200000048,9.63E-05,2.200000048,9.90E-05,2.200000048,1.01E-04,2.200000048,1.04E-04,2.200000048,1.07E-04,2.200000048,1.09E-04,2.200000048,1.11E-04,2.200000048,1.14E-04,2.200000048,1.16E-04,2.200000048,1.19E-04,2.200000048,1.22E-04
2.400000095,6.78E-10,2.400000095,1.58E-06,2.400000095,3.95E-06,2.400000095,6.52E-06,2.400000095,9.16E-06,2.400000095,1.18E-05,2.400000095,1.45E-05,2.400000095,1.72E-05,2.400000095,1.98E-05,2.400000095,2.25E-05,2.400000095,2.52E-05,2.400000095,2.78E-05,2.400000095,3.04E-05,2.400000095,3.32E-05,2.400000095,3.58E-05,2.400000095,3.84E-05,2.400000095,4.11E-05,2.400000095,4.37E-05,2.400000095,4.63E-05,2.400000095,4.89E-05,2.400000095,5.18E-05,2.400000095,5.44E-05,2.400000095,5.70E-05,2.400000095,5.96E-05,2.400000095,6.21E-05,2.400000095,6.33E-05,2.400000095,6.61E-05,2.400000095,6.87E-05,2.400000095,7.14E-05,2.400000095,7.41E-05,2.400000095,7.67E-05,2.400000095,7.94E-05,2.400000095,8.20E-05,2.400000095,8.47E-05,2.400000095,8.74E-05,2.400000095,9.02E-05,2.400000095,9.28E-05,2.400000095,9.56E-05,2.400000095,9.79E-05,2.400000095,1.01E-04,2.400000095,1.03E-04,2.400000095,1.06E-04,2.400000095,1.09E-04,2.400000095,1.11E-04,2.400000095,1.13E-04,2.400000095,1.16E-04,2.400000095,1.19E-04,2.400000095,1.21E-04,2.400000095,1.24E-04
2.599999905,5.07E-09,2.599999905,1.60E-06,2.599999905,3.97E-06,2.599999905,6.56E-06,2.599999905,9.22E-06,2.599999905,1.19E-05,2.599999905,1.46E-05,2.599999905,1.73E-05,2.599999905,2.00E-05,2.599999905,2.27E-05,2.599999905,2.54E-05,2.599999905,2.80E-05,2.599999905,3.07E-05,2.599999905,3.34E-05,2.599999905,3.61E-05,2.599999905,3.88E-05,2.599999905,4.15E-05,2.599999905,4.41E-05,2.599999905,4.68E-05,2.599999905,4.95E-05,2.599999905,5.23E-05,2.599999905,5.50E-05,2.599999905,5.76E-05,2.599999905,6.03E-05,2.599999905,6.29E-05,2.599999905,6.40E-05,2.599999905,6.69E-05,2.599999905,6.96E-05,2.599999905,7.23E-05,2.599999905,7.51E-05,2.599999905,7.78E-05,2.599999905,8.04E-05,2.599999905,8.32E-05,2.599999905,8.59E-05,2.599999905,8.86E-05,2.599999905,9.13E-05,2.599999905,9.41E-05,2.599999905,9.69E-05,2.599999905,9.92E-05,2.599999905,1.02E-04,2.599999905,1.05E-04,2.599999905,1.07E-04,2.599999905,1.10E-04,2.599999905,1.13E-04,2.599999905,1.15E-04,2.599999905,1.18E-04,2.599999905,1.21E-04,2.599999905,1.24E-04,2.599999905,1.26E-04
2.799999952,1.31E-09,2.799999952,1.60E-06,2.799999952,3.99E-06,2.799999952,6.60E-06,2.799999952,9.28E-06,2.799999952,1.20E-05,2.799999952,1.47E-05,2.799999952,1.74E-05,2.799999952,2.01E-05,2.799999952,2.28E-05,2.799999952,2.56E-05,2.799999952,2.83E-05,2.799999952,3.10E-05,2.799999952,3.37E-05,2.799999952,3.64E-05,2.799999952,3.91E-05,2.799999952,4.19E-05,2.799999952,4.45E-05,2.799999952,4.73E-05,2.799999952,4.99E-05,2.799999952,5.28E-05,2.799999952,5.55E-05,2.799999952,5.81E-05,2.799999952,6.09E-05,2.799999952,6.35E-05,2.799999952,6.47E-05,2.799999952,6.76E-05,2.799999952,7.04E-05,2.799999952,7.31E-05,2.799999952,7.60E-05,2.799999952,7.88E-05,2.799999952,8.14E-05,2.799999952,8.43E-05,2.799999952,8.71E-05,2.799999952,8.98E-05,2.799999952,9.27E-05,2.799999952,9.54E-05,2.799999952,9.82E-05,2.799999952,1.01E-04,2.799999952,1.04E-04,2.799999952,1.06E-04,2.799999952,1.09E-04,2.799999952,1.12E-04,2.799999952,1.15E-04,2.799999952,1.17E-04,2.799999952,1.20E-04,2.799999952,1.23E-04,2.799999952,1.26E-04,2.799999952,1.29E-04
3,7.78E-10,3,1.61E-06,3,4.02E-06,3,6.64E-06,3,9.33E-06,3,1.21E-05,3,1.48E-05,3,1.75E-05,3,2.03E-05,3,2.30E-05,3,2.58E-05,3,2.85E-05,3,3.12E-05,3,3.40E-05,3,3.67E-05,3,3.94E-05,3,4.23E-05,3,4.50E-05,3,4.77E-05,3,5.07E-05,3,5.32E-05,3,5.60E-05,3,5.87E-05,3,6.15E-05,3,6.43E-05,3,6.54E-05,3,6.83E-05,3,7.13E-05,3,7.40E-05,3,7.68E-05,3,7.96E-05,3,8.24E-05,3,8.52E-05,3,8.82E-05,3,9.09E-05,3,9.38E-05,3,9.66E-05,3,9.95E-05,3,1.02E-04,3,1.05E-04,3,1.07E-04,3,1.10E-04,3,1.14E-04,3,1.16E-04,3,1.19E-04,3,1.21E-04,3,1.24E-04,3,1.28E-04,3,1.30E-04
3.200000048,6.29E-10,3.200000048,1.62E-06,3.200000048,4.04E-06,3.200000048,6.68E-06,3.200000048,9.38E-06,3.200000048,1.21E-05,3.200000048,1.49E-05,3.200000048,1.76E-05,3.200000048,2.04E-05,3.200000048,2.32E-05,3.200000048,2.60E-05,3.200000048,2.87E-05,3.200000048,3.15E-05,3.200000048,3.42E-05,3.200000048,3.70E-05,3.200000048,3.97E-05,3.200000048,4.26E-05,3.200000048,4.53E-05,3.200000048,4.81E-05,3.200000048,5.11E-05,3.200000048,5.36E-05,3.200000048,5.64E-05,3.200000048,5.92E-05,3.200000048,6.20E-05,3.200000048,6.48E-05,3.200000048,6.60E-05,3.200000048,6.91E-05,3.200000048,7.20E-05,3.200000048,7.47E-05,3.200000048,7.76E-05,3.200000048,8.04E-05,3.200000048,8.33E-05,3.200000048,8.62E-05,3.200000048,8.90E-05,3.200000048,9.20E-05,3.200000048,9.50E-05,3.200000048,9.78E-05,3.200000048,1.01E-04,3.200000048,1.03E-04,3.200000048,1.06E-04,3.200000048,1.09E-04,3.200000048,1.12E-04,3.200000048,1.15E-04,3.200000048,1.18E-04,3.200000048,1.20E-04,3.200000048,1.23E-04,3.200000048,1.26E-04,3.200000048,1.29E-04,3.200000048,1.32E-04
